#
# A fatal error has been detected by the Java Runtime Environment:
#
#  EXCEPTION_ACCESS_VIOLATION (0xc0000005) at pc=0x5a5a65f5, pid=4652, tid=5548
#
# JRE version: 6.0_17-b04
# Java VM: Java HotSpot(TM) Client VM (14.3-b01 mixed mode windows-x86 )
# Problematic frame:
# C  0x5a5a65f5
#
# If you would like to submit a bug report, please visit:
#   http://java.sun.com/webapps/bugreport/crash.jsp
# The crash happened outside the Java Virtual Machine in native code.
# See problematic frame for where to report the bug.
#

---------------  T H R E A D  ---------------

C  [m_interpreter.dll+0x6e200]
C  [m_interpreter.dll+0x7f677]
C  [m_interpreter.dll+0x7f792]
C  [m_interpreter.dll+0x76580]
C  [m_interpreter.dll+0x74307]
C  [m_interpreter.dll+0x7ac79]
C  [m_dispatcher.dll+0x114b8]
C  [m_dispatcher.dll+0x118cf]
C  [m_interpreter.dll+0x713e6]
C  [m_interpreter.dll+0x6e200]
C  [m_interpreter.dll+0x7f677]
C  [m_interpreter.dll+0x7f792]
C  [m_interpreter.dll+0x76580]
C  [m_interpreter.dll+0x74307]
C  [m_interpreter.dll+0x7ac79]
C  [m_dispatcher.dll+0x114b8]
C  [m_dispatcher.dll+0x118cf]
C  [m_dispatcher.dll+0x150b4]
C  [m_dispatcher.dll+0x120d1]
C  [libmx.dll+0x2c204]
C  [m_interpreter.dll+0xb905c]
C  [m_dispatcher.dll+0x11db5]
C  [m_dispatcher.dll+0x11d3b]
C  [m_dispatcher.dll+0x117aa]
C  [m_interpreter.dll+0x713e6]
C  [m_interpreter.dll+0x6e200]
C  [m_interpreter.dll+0x7f677]
C  [m_interpreter.dll+0x7f792]
C  [m_interpreter.dll+0x76580]
C  [m_interpreter.dll+0x74307]
C  [m_interpreter.dll+0x7ac79]
C  [m_dispatcher.dll+0x114b8]
C  [m_dispatcher.dll+0x118cf]
C  [m_interpreter.dll+0x713e6]
C  [m_interpreter.dll+0x6e200]
C  [m_interpreter.dll+0x7f677]
C  [m_interpreter.dll+0x7f792]
C  [m_interpreter.dll+0x76580]
C  [m_interpreter.dll+0x74307]
C  [m_interpreter.dll+0x7ac79]
C  [m_dispatcher.dll+0x114b8]
C  [m_dispatcher.dll+0x118cf]
C  [m_interpreter.dll+0x713e6]
C  [m_interpreter.dll+0x6e200]
C  [m_interpreter.dll+0x7f677]
C  [m_interpreter.dll+0x7f792]
C  [m_interpreter.dll+0x76580]
C  [m_interpreter.dll+0x74307]
C  [m_interpreter.dll+0x7abe7]
C  [m_dispatcher.dll+0x1288a]
C  [m_dispatcher.dll+0x12bce]
C  [m_dispatcher.dll+0x120d1]
C  [libmx.dll+0x2c204]
C  [m_interpreter.dll+0xb905c]
C  [libmwgui.dll+0x38ed2]
C  [libmwgui.dll+0x396a8]
C  [libmwgui.dll+0x39773]
C  [hg.dll+0x3b69f]
C  [hg.dll+0x3c48a]
C  [hg.dll+0x10f34b]
C  [hg.dll+0x10ff84]
C  [hg.dll+0xc0f84]
C  [hg.dll+0xb7dff]
...<more frames>...

Java frames: (J=compiled Java code, j=interpreted, Vv=VM code)
j  sun.jdbc.odbc.JdbcOdbc.driverConnect(J[B[B)V+0
j  sun.jdbc.odbc.JdbcOdbc.SQLDriverConnect(JLjava/lang/String;)V+93
j  sun.jdbc.odbc.JdbcOdbcConnection.initialize(Ljava/lang/String;Ljava/util/Properties;I)V+984
j  sun.jdbc.odbc.JdbcOdbcDriver.connect(Ljava/lang/String;Ljava/util/Properties;)Ljava/sql/Connection;+129
j  java.sql.DriverManager.getConnection(Ljava/lang/String;Ljava/util/Properties;Ljava/lang/ClassLoader;)Ljava/sql/Connection;+210
j  java.sql.DriverManager.getConnection(Ljava/lang/String;Ljava/util/Properties;)Ljava/sql/Connection;+7
j  com.mathworks.toolbox.database.databaseConnect.makeDatabaseConnection()Ljava/util/Vector;+231
v  ~StubRoutines::call_stub

---------------  P R O C E S S  ---------------

Java Threads: ( => current thread )
  0x23862400 JavaThread "pool-2-thread-1" [_thread_blocked, id=2368, stack(0x07b20000,0x07ba0000)]
  0x1d7b3400 JavaThread "Foxtrot Multi Worker Thread Runner #1" daemon [_thread_blocked, id=3488, stack(0x07bb0000,0x07c30000)]
  0x23861800 JavaThread "Code Analyzer updating thread" [_thread_blocked, id=3104, stack(0x24ac0000,0x24b40000)]
  0x23861400 JavaThread "Active Reference Queue Daemon" daemon [_thread_blocked, id=3156, stack(0x24960000,0x249e0000)]
  0x23860800 JavaThread "Timer-101" daemon [_thread_blocked, id=4868, stack(0x24830000,0x248b0000)]
  0x23860c00 JavaThread "RequestQueue for GenericFileList" [_thread_blocked, id=3012, stack(0x24a40000,0x24ac0000)]
  0x1d7b1c00 JavaThread "Timer-5" daemon [_thread_blocked, id=2560, stack(0x247b0000,0x24830000)]
  0x1d7b1000 JavaThread "Prefs Updater" daemon [_thread_blocked, id=1920, stack(0x235d0000,0x23650000)]
  0x1d7b0c00 JavaThread "Timer-1" [_thread_blocked, id=3684, stack(0x23550000,0x235d0000)]
  0x1d7b0400 JavaThread "FelixPackageAdmin" daemon [_thread_blocked, id=3952, stack(0x212f0000,0x21370000)]
  0x1d7b2400 JavaThread "FelixStartLevel" daemon [_thread_blocked, id=1144, stack(0x21270000,0x212f0000)]
  0x1d78d000 JavaThread "FelixDispatchQueue" daemon [_thread_blocked, id=4272, stack(0x211f0000,0x21270000)]
  0x1d56a400 JavaThread "TimerQueue" daemon [_thread_blocked, id=784, stack(0x1e730000,0x1e7b0000)]
  0x1d558800 JavaThread "AWT-EventQueue-0" [_thread_blocked, id=4668, stack(0x1dd30000,0x1ddb0000)]
  0x1d51bc00 JavaThread "com.google.common.base.internal.Finalizer" daemon [_thread_blocked, id=1236, stack(0x1dc60000,0x1dce0000)]
  0x1d512c00 JavaThread "AWT-Windows" daemon [_thread_in_native, id=4728, stack(0x1db60000,0x1dbe0000)]
  0x1d512400 JavaThread "AWT-Shutdown" [_thread_blocked, id=392, stack(0x1dae0000,0x1db60000)]
  0x1d4be000 JavaThread "Java2D Disposer" daemon [_thread_blocked, id=1400, stack(0x1cbb0000,0x1cc30000)]
  0x1c8a5400 JavaThread "Timer-0" [_thread_blocked, id=3544, stack(0x1ca20000,0x1caa0000)]
  0x1c86c800 JavaThread "JMI Unnamed Thread" [_thread_in_native, id=2484, stack(0x070a0000,0x078a0000)]
  0x0bdf8400 JavaThread "Low Memory Detector" daemon [_thread_blocked, id=4448, stack(0x0fe20000,0x0fea0000)]
  0x0bdf8000 JavaThread "CompilerThread0" daemon [_thread_blocked, id=976, stack(0x0f620000,0x0fe20000)]
  0x0bdf2400 JavaThread "Attach Listener" daemon [_thread_blocked, id=408, stack(0x0f5a0000,0x0f620000)]
  0x0bdd4000 JavaThread "Finalizer" daemon [_thread_blocked, id=1860, stack(0x0f520000,0x0f5a0000)]
  0x0bdcf400 JavaThread "Reference Handler" daemon [_thread_blocked, id=3332, stack(0x0f4a0000,0x0f520000)]
=>0x0be8b400 JavaThread "main" [_thread_in_native, id=5548, stack(0x00e00000,0x01600000)]

Other Threads:
  0x0bdcc800 VMThread [stack: 0x0eca0000,0x0f4a0000] [id=1964]
  0x0bdfe800 WatcherThread [stack: 0x1c010000,0x1c810000] [id=676]

VM state:not at safepoint (normal execution)

VM Mutex/Monitor currently owned by a thread: None

Heap
 def new generation   total 27072K, used 24294K [0x10010000, 0x11d70000, 0x12010000)
  eden space 24064K,  97% used [0x10010000, 0x117163a0, 0x11790000)
  from space 3008K,  23% used [0x11a80000, 0x11b334b0, 0x11d70000)
  to   space 3008K,   0% used [0x11790000, 0x11790000, 0x11a80000)
 tenured generation   total 89952K, used 47286K [0x12010000, 0x177e8000, 0x18010000)
   the space 89952K,  52% used [0x12010000, 0x14e3dae8, 0x14e3dc00, 0x177e8000)
 compacting perm gen  total 45824K, used 45699K [0x18010000, 0x1acd0000, 0x1c010000)
   the space 45824K,  99% used [0x18010000, 0x1acb0e00, 0x1acb0e00, 0x1acd0000)
No shared spaces configured.

Dynamic libraries:
0x000c0000 - 0x000e5000 	C:\Program Files\MATLAB\R2011a\bin\win32\MATLAB.exe
0x77e80000 - 0x77fe7000 	C:\WINDOWS\SYSTEM32\ntdll.dll
0x77cd0000 - 0x77dc8000 	C:\WINDOWS\system32\KERNEL32.DLL
0x755c0000 - 0x7567d000 	C:\WINDOWS\system32\KERNELBASE.dll
0x7ef10000 - 0x7efcd000 	C:\Program Files\MATLAB\R2011a\bin\win32\libut.dll
0x7ee50000 - 0x7ef07000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwfl.dll
0x017e0000 - 0x0197b000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwservices.dll
0x7f270000 - 0x7f2f9000 	C:\Program Files\MATLAB\R2011a\bin\win32\mcr.dll
0x01980000 - 0x01a0e000 	C:\WINDOWS\WinSxS\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6871_none_50944e7cbcb706e5\MSVCP90.dll
0x01a10000 - 0x01ab3000 	C:\WINDOWS\WinSxS\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6871_none_50944e7cbcb706e5\MSVCR90.dll
0x7dce0000 - 0x7dd35000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwi18n.dll
0x73d00000 - 0x73d0e000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_date_time-vc90-mt-1_40.dll
0x73f70000 - 0x73f77000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_system-vc90-mt-1_40.dll
0x73d10000 - 0x73d1f000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_thread-vc90-mt-1_40.dll
0x7ea10000 - 0x7eb35000 	C:\Program Files\MATLAB\R2011a\bin\win32\icuuc42.dll
0x73db0000 - 0x73dbe000 	C:\Program Files\MATLAB\R2011a\bin\win32\icuio42.dll
0x76730000 - 0x76736000 	C:\WINDOWS\system32\PSAPI.DLL
0x01ac0000 - 0x01be9000 	C:\WINDOWS\SYSTEM32\dbghelp.dll
0x77dd0000 - 0x77e7e000 	C:\WINDOWS\system32\ADVAPI32.dll
0x76600000 - 0x76721000 	C:\WINDOWS\system32\USER32.dll
0x10000000 - 0x10009000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwresource_core.dll
0x01bf0000 - 0x01c67000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwMATLAB_res.dll
0x736b0000 - 0x736c3000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_filesystem-vc90-mt-1_40.dll
0x73c80000 - 0x73c8f000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_signals-vc90-mt-1_40.dll
0x769b0000 - 0x769c2000 	C:\WINDOWS\system32\imagehlp.dll
0x7db50000 - 0x7dbb9000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmx.dll
0x7e800000 - 0x7e8ee000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwmathutil.dll
0x01c80000 - 0x01cbb000 	C:\Program Files\MATLAB\R2011a\bin\win32\mpath.dll
0x72990000 - 0x72b75000 	C:\Program Files\MATLAB\R2011a\bin\win32\mlutil.dll
0x75680000 - 0x75707000 	C:\WINDOWS\WinSxS\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.9200.16384_none_bf100cd445f4d954\COMCTL32.dll
0x75e40000 - 0x75ec9000 	C:\WINDOWS\system32\COMDLG32.dll
0x742e0000 - 0x742f2000 	C:\WINDOWS\SYSTEM32\NETAPI32.dll
0x767a0000 - 0x767f0000 	C:\WINDOWS\system32\WS2_32.dll
0x01cc0000 - 0x01cf3000 	C:\Program Files\MATLAB\R2011a\bin\win32\tbb.dll
0x76b30000 - 0x77bf5000 	C:\WINDOWS\system32\SHELL32.dll
0x75b40000 - 0x75c59000 	C:\WINDOWS\system32\ole32.dll
0x76420000 - 0x764ab000 	C:\WINDOWS\system32\OLEAUT32.dll
0x7d4b0000 - 0x7d547000 	C:\Program Files\MATLAB\R2011a\bin\win32\iqm.dll
0x7e1c0000 - 0x7e1e3000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwbridge.dll
0x71ce0000 - 0x71ced000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmex.dll
0x01d10000 - 0x01d81000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_dispatcher.dll
0x01d90000 - 0x01f07000 	C:\Program Files\MATLAB\R2011a\bin\win32\mcos.dll
0x01f10000 - 0x02011000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwgui.dll
0x02020000 - 0x0259c000 	C:\Program Files\MATLAB\R2011a\bin\win32\hg.dll
0x025a0000 - 0x0261a000 	C:\Program Files\MATLAB\R2011a\bin\win32\hgutils.dll
0x02620000 - 0x02aea000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_interpreter.dll
0x02af0000 - 0x02b4a000 	C:\Program Files\MATLAB\R2011a\bin\win32\jmi.dll
0x02b50000 - 0x02bca000 	C:\Program Files\MATLAB\R2011a\bin\win32\udd_mi.dll
0x74dc0000 - 0x75053000 	C:\Program Files\MATLAB\R2011a\bin\win32\uiw.dll
0x71240000 - 0x71253000 	C:\Program Files\MATLAB\R2011a\bin\win32\mwoles05.DLL
0x02bd0000 - 0x02c1b000 	C:\Program Files\MATLAB\R2011a\bin\win32\comcli.dll
0x71160000 - 0x71169000 	C:\Program Files\MATLAB\R2011a\bin\win32\mlautoregister.dll
0x02c20000 - 0x02c2a000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_iostreams-vc90-mt-1_40.dll
0x76220000 - 0x7632a000 	C:\WINDOWS\system32\GDI32.dll
0x73550000 - 0x7356f000 	C:\Program Files\MATLAB\R2011a\bin\win32\LIBEXPAT.dll
0x72eb0000 - 0x73009000 	C:\Program Files\MATLAB\R2011a\bin\win32\icuin42.dll
0x02c80000 - 0x03bc7000 	C:\Program Files\MATLAB\R2011a\bin\win32\icudt42.dll
0x75a80000 - 0x75b31000 	C:\WINDOWS\system32\msvcrt.dll
0x75e00000 - 0x75e34000 	C:\WINDOWS\SYSTEM32\sechost.dll
0x76340000 - 0x76412000 	C:\WINDOWS\system32\RPCRT4.dll
0x73730000 - 0x73743000 	C:\Program Files\MATLAB\R2011a\bin\win32\zlib1.dll
0x03c60000 - 0x03cbd000 	C:\Program Files\MATLAB\R2011a\bin\win32\xmlcore.dll
0x71cf0000 - 0x71ea2000 	C:\Program Files\MATLAB\R2011a\bin\win32\xerces-c_2_7.dll
0x77c90000 - 0x77cd0000 	C:\WINDOWS\system32\SHLWAPI.dll
0x74a40000 - 0x74a4b000 	C:\WINDOWS\SYSTEM32\netutils.dll
0x75150000 - 0x7516c000 	C:\WINDOWS\SYSTEM32\srvcli.dll
0x742b0000 - 0x742c0000 	C:\WINDOWS\SYSTEM32\wkscli.dll
0x76330000 - 0x76338000 	C:\WINDOWS\system32\NSI.dll
0x75cc0000 - 0x75df6000 	C:\WINDOWS\SYSTEM32\combase.dll
0x03cf0000 - 0x03d78000 	C:\Program Files\MATLAB\R2011a\bin\win32\udd.dll
0x03da0000 - 0x03e3c000 	C:\Program Files\MATLAB\R2011a\bin\win32\boost_regex-vc90-mt-1_40.dll
0x70cf0000 - 0x70d02000 	C:\Program Files\MATLAB\R2011a\bin\win32\graphics_util.dll
0x7e040000 - 0x7e078000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmat.dll
0x708e0000 - 0x7090d000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwhardcopy.dll
0x03e70000 - 0x03eae000 	C:\Program Files\MATLAB\R2011a\bin\win32\libuij.dll
0x03eb0000 - 0x03fed000 	C:\Program Files\MATLAB\R2011a\bin\win32\hgdatatypes.dll
0x03ff0000 - 0x04025000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwlapack.dll
0x04030000 - 0x043cc000 	C:\WINDOWS\WinSxS\x86_microsoft.vc90.mfc_1fc8b3b9a1e18e3b_9.0.30729.4974_none_4bf89ae8bf9a48c0\mfc90.dll
0x043d0000 - 0x04430000 	C:\WINDOWS\SYSTEM32\WINSPOOL.DRV
0x04450000 - 0x044a8000 	C:\Program Files\MATLAB\R2011a\bin\win32\profiler.dll
0x734f0000 - 0x73513000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwmathrng.dll
0x044b0000 - 0x044c4000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_pcodeio.dll
0x7e080000 - 0x7e0c5000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_ir.dll
0x044d0000 - 0x049f8000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_parser.dll
0x04a00000 - 0x04a20000 	C:\Program Files\MATLAB\R2011a\bin\win32\m_pcodegen.dll
0x04a20000 - 0x04a65000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwspmatrix.dll
0x04a80000 - 0x04a8b000 	C:\Program Files\MATLAB\R2011a\bin\win32\nativejava_services.dll
0x71150000 - 0x71159000 	C:\Program Files\MATLAB\R2011a\bin\win32\uinone.dll
0x04ac0000 - 0x04aeb000 	C:\WINDOWS\WinSxS\x86_microsoft.vc90.atl_1fc8b3b9a1e18e3b_9.0.30729.4974_none_51cdc180bbe4500f\ATL90.DLL
0x04ba0000 - 0x04d67000 	C:\Program Files\MATLAB\R2011a\bin\win32\libhdf5.dll
0x70cc0000 - 0x70cce000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwbinder.dll
0x04db0000 - 0x04db9000 	C:\Program Files\MATLAB\R2011a\bin\win32\libmwompwrapper.dll
0x04dc0000 - 0x04dc6000 	C:\WINDOWS\SYSTEM32\MSIMG32.dll
0x04e20000 - 0x04e32000 	C:\Program Files\MATLAB\R2011a\bin\win32\ir_xfmr.dll
0x04e40000 - 0x04e4a000 	C:\Program Files\MATLAB\R2011a\bin\win32\mtok.dll
0x76ab0000 - 0x76b25000 	C:\WINDOWS\system32\SHCORE.DLL
0x764b0000 - 0x764db000 	C:\WINDOWS\system32\IMM32.DLL
0x769d0000 - 0x76aac000 	C:\WINDOWS\system32\MSCTF.dll
0x746b0000 - 0x74757000 	C:\WINDOWS\SYSTEM32\UxTheme.dll
0x73650000 - 0x73669000 	C:\WINDOWS\SYSTEM32\dwmapi.dll
0x061b0000 - 0x061bf000 	C:\WINDOWS\WinSxS\x86_microsoft.vc90.mfcloc_1fc8b3b9a1e18e3b_9.0.30729.4974_none_497745fb754785d2\MFC90ESN.DLL
0x06220000 - 0x0623d000 	C:\Program Files\MATLAB\R2011a\bin\win32\tbbmalloc.dll
0x754d0000 - 0x754e1000 	C:\WINDOWS\SYSTEM32\profapi.dll
0x72dc0000 - 0x72de2000 	C:\WINDOWS\SYSTEM32\iphlpapi.dll
0x72d90000 - 0x72d98000 	C:\WINDOWS\SYSTEM32\WINNSI.DLL
0x74ce0000 - 0x74d55000 	C:\WINDOWS\SYSTEM32\DNSAPI.dll
0x71f90000 - 0x71fa0000 	C:\WINDOWS\SYSTEM32\dhcpcsvc6.DLL
0x72230000 - 0x72242000 	C:\WINDOWS\SYSTEM32\dhcpcsvc.DLL
0x062b0000 - 0x062b3000 	C:\WINDOWS\SYSTEM32\icmp.Dll
0x75360000 - 0x75369000 	C:\WINDOWS\SYSTEM32\CRYPTBASE.dll
0x75300000 - 0x75351000 	C:\WINDOWS\SYSTEM32\bcryptPrimitives.dll
0x758c0000 - 0x75906000 	C:\WINDOWS\system32\cfgmgr32.dll
0x0baa0000 - 0x0bd2b000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\client\jvm.dll
0x70c90000 - 0x70cb1000 	C:\WINDOWS\SYSTEM32\WINMM.dll
0x7d910000 - 0x7d966000 	C:\Program Files\MATLAB\R2011a\bin\win32\MSVCR71.dll
0x70c60000 - 0x70c8a000 	C:\WINDOWS\SYSTEM32\WINMMBASE.dll
0x70df0000 - 0x70e97000 	C:\WINDOWS\system32\apphelp.dll
0x73da0000 - 0x73dac000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\verify.dll
0x73570000 - 0x7358f000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\java.dll
0x73f40000 - 0x73f48000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\hpi.dll
0x73ce0000 - 0x73cef000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\zip.dll
0x7daf0000 - 0x7db44000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\fontmanager.dll
0x0fea0000 - 0x0ffea000 	C:\Program Files\MATLAB\R2011a\sys\java\jre\win32\jre\bin\awt.dll
0x1cc70000 - 0x1ceb4000 	C:\WINDOWS\AppPatch\AcGenral.DLL
0x752d0000 - 0x752f3000 	C:\WINDOWS\SYSTEM32\SspiCli.dll
0x75460000 - 0x75472000 	C:\WINDOWS\SYSTEM32\samcli.dll
0x1cec0000 - 0x1ced4000 	C:\WINDOWS\SYSTEM32\MSACM32.dll
0x0fff0000 - 0x0fff8000 	C:\WINDOWS\SYSTEM32\VERSION.dll

VM Arguments:
jvm_args: -Xss512k -XX:PermSize=32m -Xms64m -XX:NewRatio=3 -XX:MaxPermSize=64m -Xmx128m -XX:MaxDirectMemorySize=1200000000 -Dsun.java2d.noddraw=true -Dsun.awt.nopixfmt=true -Xshare:off -Xrs -Dsun.awt.disableMixing=true -Djava.library.path=C:\Program Files\MATLAB\R2011a\bin\win32 vfprintf abort 
java_command: <unknown>
Launcher Type: generic

Environment Variables:
PATH=C:\WINDOWS\system32;C:\WINDOWS;C:\WINDOWS\System32\Wbem;C:\WINDOWS\System32\WindowsPowerShell\v1.0\;C:\Program Files\MATLAB\MATLAB Compiler Runtime\v715\runtime\win32;c:\Program Files\Microsoft SQL Server\100\Tools\Binn\;c:\Program Files\Microsoft SQL Server\100\DTS\Binn\;C:\Program Files\MATLAB\R2011a\runtime\win32;C:\Program Files\MATLAB\R2011a\bin
USERNAME=CarlosAvila
OS=Windows_NT
PROCESSOR_IDENTIFIER=x86 Family 6 Model 37 Stepping 5, GenuineIntel



---------------  S Y S T E M  ---------------

OS: Windows NT 6.2 Build 9200 

CPU:total 4 (8 cores per cpu, 2 threads per core) family 6 model 37 stepping 5, cmov, cx8, fxsr, mmx, sse, sse2, sse3, ssse3, sse4.1, sse4.2, ht

Memory: 4k page, physical 3069804k(1215036k free), swap 3594092k(1441308k free)

vm_info: Java HotSpot(TM) Client VM (14.3-b01) for windows-x86 JRE (1.6.0_17-b04), built on Oct 11 2009 00:52:06 by "java_re" with MS VC++ 7.1

time: Wed Feb 21 19:59:11 2018
elapsed time: 3798 seconds

